1403834,988500,1959621,12070
1499861,1337645,2058976,12281
1594460,1454154,2313886,12554
1696915,1570923,2374697,13275
1782842,1704608,2492410,15771
1877012,2215000,2502115,15098
2054086,1840916,2611948,14916
1098867,1981782,3064697,16478
2326429,2125897,3123220,17115
1243085,1000000,1676455,9214
1301528,1000000,1748773,11226
1404283,1338000,1869387,11883
1514629,1508895,1991633,12561
1600703,1630059,2043528,13119
1665477,1768777,2100077,14389
1744035,1798979,2187513,14789
1892642,1891567,2288963,15119
1011127,2040244,2592184,15155
2159625,2165244,2654482,16641
1365616,1600000,1867866,14228
1459428,1784000,2046924,21033
1554372,1931180,2241311,19719
1713364,2099385,2479323,20565
1837748,2267990,2573528,21003
1995081,2460997,2752568,23035
2098849,3230023,2747275,24839
2271563,2501203,2927809,23880
1198647,2661280,3051515,24685
2545862,2727812,3119323,26700
1292776,1621172,2010049,11038
1356691,1807600,2110103,14852
1437901,1956727,2499747,15624
1531116,2127157,2561351,15889
1603751,2297969,2592777,16408
1703311,2494000,2789289,17775
1789110,2494000,2710499,17662
1956120,2516971,2667091,16857
1034334,2713672,3179257,18521
2234276,2813672,3401485,19562
1280943,1330000,1360256,9187
1345592,1482950,1547913,9940
1399667,1631245,1666965,10962
1481740,1825000,1851712,11359
1556597,2012610,2065545,11954
1627372,2183883,2187180,13627
1730333,2183883,2396582,12992
1898806,2207212,2318279,11734
997145,2371407,2513439,12933
2147445,2444067,2543446,13857
1310660,1250000,1322803,11436
1392817,1425000,1433068,12868
1471811,1525000,1660746,12281
1519267,1660000,1702570,12318
1621634,1795000,1778878,12610
1744037,1950000,1900052,17696
1834517,1950000,1964339,16386
2037379,1975000,2014942,13012
1085938,2123994,2148734,14770
2267782,2186826,2161957,15988
1338171,1560000,1687156,12671
1426040,1739400,1860048,13580
1550709,1882900,2023811,14734
1673753,2046900,2226539,14614
1803983,2211500,2310431,15309
1919292,2399699,2397068,16098
2007721,1868777,2453167,16127
2180323,2434328,2600699,16337
1144679,2608601,2831853,19303
2452727,2702616,2913308,18675
1403521,1896367,1906123,14218
1485223,2057558,2172988,16515
1584393,2227307,2360393,16737
1657931,2421305,2519548,17489
1775818,2663435,2633064,18090
1942119,2903145,2735901,20677
2045584,2877448,2840289,21040
2250814,2922516,2911958,19795
1184049,3181013,3072409,20257
2518503,3261616,3202904,22129
1410834,1870000,1971851,13559
1536883,2085050,2139047,14007
1647722,2258000,2372982,15507
1728258,2454671,2486835,15735
1868434,2651782,2526343,16517
1998569,2877449,2697612,18863
2090946,2399698,2783937,18874
2266237,2906473,2824458,18661
1208021,3149977,2917621,18938
2551917,3282812,3066941,20518
1920051,2026126,2300818,16323
2060806,2161253,2486743,18514
2207897,2354800,2719261,21864
2337484,2543332,2950494,21303
2483073,2747561,3075440,21691
2650058,2981379,3322543,24097
2769256,2903144,3248484,23943
2981422,3014497,3413394,22281
1572478,3201396,3799717,22509
3357124,3360858,3889562,24975
1930526,2026126,2058342,16608
2081698,2175340,2271597,17547
2250533,2358800,2532032,20392
2395383,2559903,2781641,18931
2612390,2765463,2837825,20639
2720317,3000804,3012028,26002
2851652,2981378,3010832,22972
3109679,3016738,3069641,20320
1616730,3251702,3302577,22366
3412500,3361653,3274556,24274
1203443,2150000,1666592,12761
1270683,2400000,1939025,16046
1338244,2598000,2236322,17112
1402042,2824286,2321285,16954
1501282,3051076,2287525,18350
1577260,3310723,2406856,21390
1655670,3310723,2398566,20963
1760668,3310723,2450455,18335
925603,3485000,2595856,19270
2000183,3545000,2718899,21662
1419830,1500000,1721218,12365
1537533,1670000,1906132,13238
1630917,1807775,2085346,13770
1695853,1965232,2078464,13462
1832686,2123040,2159474,14682
1929096,2303711,2245384,18140
2015342,2303711,2253644,20637
2182238,2390739,2300100,15890
1142131,2599546,2485079,16392
2431119,2736698,2609686,18937
1031002,2000000,1600649,12560
1099447,2250000,1844232,14827
1162700,2435625,1969616,15841
1248441,2647767,2115242,15777
1347053,2860382,2107730,17105
1429358,3103800,2178077,19172
1520350,3165876,2257264,19217
1651516,3165876,2325620,17257
875391,3385145,2538857,17776
1860614,3434298,2592244,19806
1068940,1652000,1485210,13661
1133052,1850000,1779864,23444
1181688,2002625,1856318,16604
1245811,2177052,2047970,15944
1354374,2351870,2144020,15849
1460044,2552015,2174023,20449
1560184,2552014,2279018,19302
1688040,2710596,2349943,17542
895349,2758984,2439299,18884
1888011,2885964,2559181,19055
1076878,1600000,1463754,10030
1141653,1875000,1659415,13088
1210833,2030000,1928543,12784
1283424,2206813,1893694,11891
1372611,2384020,2078820,13492
1487663,2788826,2210914,15128
1578593,4416186,2346264,14613
1692187,2800580,2349105,14289
883810,2989350,2513774,15138
1921051,3025100,2564550,15961
1068788,1655500,1322167,14171
1139420,1864000,1492206,11730
1233540,2017780,1602251,12741
1289823,2193530,1809349,12144
1337307,2381000,1877687,13126
1413924,2678863,1989217,18136
1499097,2678863,1966987,18072
1665355,2678863,2168514,14774
869556,2871794,2326242,16387
1839943,2914958,2553662,17474
1609954,1650000,1662793,14525
1676643,1775000,1776661,16153
1778548,1925000,1882837,16275
1866888,2222220,2029023,14923
2108552,2400664,2070564,17306
2260870,2604961,2231407,26198
2390870,2604961,2297210,21156
2611382,2619313,2416343,17006
1370593,2812827,2551157,17156
2912530,2949953,2632425,20699
1433585,1577617,1695868,13607
1546899,1681266,1792725,15226
1598907,1975000,2098645,15760
1699689,2320803,2285234,15864
1827387,2508091,2320168,17425
1895127,2721530,2446827,23338
2023130,2721530,2491562,21131
2151513,2862231,2439306,18278
1150125,2976720,2822443,27078
2532299,3200000,3157554,25405
1823150,2015000,2154402,17313
1943930,2237000,2129219,18314
2026880,2421500,2358081,19911
2164389,2667000,2573213,21727
2342394,2934500,2802158,22987
2463853,3134600,2855384,27904
2581555,3134600,2966569,29600
2765970,3200000,2955506,24128
1468147,3282000,3247684,25695
3354759,3393500,3392633,29441
1666295,2193000,2028539,19290
1784534,2435000,2180839,22961
1895052,2663646,2483247,25657
2091060,3000000,2547095,25987
2250407,3240900,2707341,24984
2338568,3516700,2859715,32138
2433441,3516700,2945621,30382
2654442,3561932,3162334,24097
1405235,3864696,3295810,28570
2700621,4024270,3021532,30685
